str_no_string|NO STRING!
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|Voi dite di voler unificare Calradia. Potete certamente umiliare gli altri Re, e in questo caso mi aspetto che voi vi ricorderete di me, vostro fedele servitore.
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|Voi dite di voler unificare Calradia, ma siete debole e resterete tale.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|Voi parlate di diritti. È un bene per un Re tenere conto dei diritti altrui, anche se la legalità non è tutto. Comunque per me la vostra affermazione è fondata.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|Voi parlate di diritti, ma la vostra affermazione è un po' debole per me.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|Voi dite di voler proteggere il popolo. Mi piace. I miei ospiti sono molto felici, ma ho sentito di posti dove la gente non è fortunata come me.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|Voi dite di voler proteggere il popolo. Sono contento di sentirvelo dire. Ma fatemi un favore... Non promettete ciò che non potete mantenere. Questo è sicuramente il miglior modo per indurre il popolo a ribellarsi, e mi si spezzerebbe il cuore doverli combattere.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|Voi dite di voler proteggere i diritti dei lords. Bene, molto bene. Ma lo sapete, noi nobili sappiamo badare a noi stessi. Solitamente è la gente comune che dev'essere guidata.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|Voi dite di potermi dare un pezzo di terra. È gentile da parte vostra, ma in realtà non è necessario.
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|Voi dite di voler unificare Calradia. Bene, forse potrete anche unire queste terre con la spada, ma di certo non vi renderà un buon governatore.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|Voi parlate di diritti. Un Re deve avere una costituzione forte per non far cadere il regno nel caos, e la vostra sembra buona.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|Voi parlate di diritti. Un Re deve avere una costituzione forte per non far cadere il regno nel caos, e non è il vostro caso.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Voi dite di voler proteggere i diritti dei lords. Certo è molto importante che un Re rispetti i diritti dei suoi vassalli, ma un Re che ha preso un trono senza un vero motivo legale non è stato corretto con la giustizia.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|Voi dite di voler proteggere i diritti dei lords. Certo è molto importante che un Re rispetti i diritti dei suoi vassalli. Comunque, vorrei davvero sapere se terrete fede alla vostra promessa.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Voi dite di voler proteggere il popolo. Sarei lieto di servire un Re che rispetta i diritti dei suoi sudditi, tuttavia un Re che ha preso un trono senza un vero motivo legale non è stato corretto con la giustizia.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|Voi dite di voler proteggere il popolo. Sarei lieto di servire un Re che rispetta i diritti dei suoi sudditi. Tuttavia vorrei davvero sapere se terrete fede alla vostra promessa.
str_i_am_not_swayed_by_promises_of_reward|Io non sono influenzato da promesse o ricompense
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|Voi dite di voler unificare Calradia. Sarebbe un bene portare la pace qui, e credo che voi siate abbastanza forte per farlo.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|Voi dite di voler unificare Calradia. Sarebbe un bene portare la pace qui, ma attualmente con il vostro regno portereste soltanto altre guerre.
str_my_s11_s15|{reg3?mia:mio} {s11} {s15}
str_my_s11_s18|{reg3?Mia:Mio} {s11} {s18}
str_the_socalled_s11_s18|Il cosiddetto {s11} {s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18} vorrebbe rubare la mia eredità. Per il Cielo, conosco i miei diritti, e non sto tornando indietro.
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18} ha messo in discussione il mio onore e il mio coraggio. Attendo da molto tempo il giorno in cui potrò incontrarlo in battaglia affinché si rimangi la parola.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18 } ha messo in discussione il mio giudizio in battaglia. Per il Cielo, avrebbe dovuto ritrarsi dal compito di colpire i nemici del nostro sovrano?
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|Sembra che {s18} abbia dei diritti su alcune delle mie proprietà. Beh, non le otterrà.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18} una volta ha frainteso una cosa che avevo detto. Bastardo e testardo, non s'arrende e continua a cercare di torcere il senso delle mie parole.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18} è una volpe, e non mi fido di lui.
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18}? Lo disprezzo. Si vanta così tanto che pensa di poter fare qualsiasi cosa.
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18} è entrato in un piccolo affare insieme a me e ora sta cercando di divincolarsi.
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18} ha fatto una piccola commissione per me, e ora pensa che gli debba un favore. Io non gli devo nulla!
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18} è un debole, non è adatto a governare un feudo. Inoltre l'ho sempre detestato.
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18} è uno zoticone irrascibile secondo me, e lo conosco da tempo.
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}, mi spiace dirlo, ma ha un cuore troppo tenero per avere questo tipo di responsabilità. Con la sua cavalleria lascierà fuggire il nemico, che poi tornerà ad attaccarci costandomi molti fedeli soldati.
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18} sembra avere qualcosa contro di me, per qualche ragione. Non mi piace parlare male delle persone, ma a volte sa essere molto maleducato.
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18} mi ha sempre trattato con disprezzo, anche se io non gli ho fatto nulla.
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18} è del tutto disonorevole, e con la sua mania per gli intrighi riuscirà a portarci solo verso ulteriori guerre e rivolte.
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18} mi ha deluso. Una volta l'ho rimproverato per la sua avventatezza in battaglia e lui si offese. Non mi interessa più salvare la sua vita o quella dei suoi uomini.
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18} sperpera soldi e gozzoviglia nel modo più indegno per un nobile. In questo modo sarà la nostra disgrazia.
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18} ha parlato male di me alle mie spalle, o almeno così dicono.
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18} è una vergogna. {reg3?Lei:Lui} frequenta mercanti, presta oro e usa un linguaggio rozzo senza nemmeno tentare di difendere la dignità e l'onore che {reg3?la:lo} dovrebbero contraddistinguere.
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18} mi ha condannato per essermi dedicato al commercio. Che cosa ci sarà mai di bagliato in questo?
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18}, ho sentito che ha incoraggiato idee sediziose tra i cittadini... Una mossa folle che ci mette tutti in pericolo.
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18} mi ha chiamato in causa per il modo in cui mi occupo dei miei affittuari. Bene, così sia. Se io insegno che loro sono uguali a quelli chiamati di 'sangue blu' che cos'è {reg3?lei:lui}?
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|uno dei signori più galanti, che sa come trattare una signora.
str_a_base_cad|un vile maleducato
str_a_man_who_treats_me_as_his_equal_which_is_rare|un uomo che mi tratta come suo pari, il che è raro.
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|vale la pena arricchirmi con il suo patrimonio e il suo cavallo.
str_a_bit_dull_but_what_can_you_expect|un po' noioso, ma che cosa ti puoi aspettare... 
str_the_man_whom_destiny_intends_for_me|l'uomo che il destino ha scelto per me.
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl|non è giusto. Non so dire perché, ma mi fa venire la pelle d'oca.
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world|È un uomo che intende restare nella storia cambiando il mondo.
str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he|È un pigro, un ingenuo, preda per gli altri che sono più intelligente di lui.
str_is_a_man_of_stalwart_character|È un uomo dall'animo coraggioso.
str_appears_to_be_a_man_of_low_morals|sembra un uomo di bassa moralità.
str_appears_to_be_a_man_who_lacks_selfdiscipline|sembra un uomo indisciplinato.
str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available|I banditi hanno attaccato un gruppo per le strade, quindi probabilmente c'è una taglia sopra le loro teste.
str_total_additions_reg4|Addizione totale: {reg4}
str_total_subtractions_reg4|Sottrazione totale: {reg4}
str_s11_relocates_to_s10|{s11} si trasferisce a {s10}.
str__i_must_attend_to_this_matter_before_i_worry_about_the_affairs_of_the_realm| Mi devo occupare di questa faccenda prima di poter dar corso agli affari del regno.
str_the_other_matter_took_precedence|L'altra questione ha la precedenza.
str_i_cannot_leave_this_fortress_now_as_it_is_under_siege|Non posso lasciare questa fortezza adesso, poiché è sotto assedio.
str_after_all_we_are_under_siege|Dopo tutto, siamo sotto assedio.
str_we_are_not_strong_enough_to_face_the_enemy_out_in_the_open|Noi non siamo abbastanza forti da affrontare il nemico in campo aperto.
str_i_should_probably_seek_shelter_behind_some_stout_walls|Probabilmente dovrei cercare riparo dietro alcune mura robuste.
str_enemies_are_reported_to_be_nearby_and_we_should_stand_ready_to_either_man_the_walls_or_sortie_out_to_do_battle|I nemici sono segnalati nelle vicinanze, e noi dovremmo prepararci a tener pronti gli uomini sulle mura o a fare una sortita per ingaggiare battaglia.
str_the_enemy_is_nearby|Il nemico è vicino.
str_as_the_marshall_i_am_assembling_the_army_of_the_realm|In  quanto Comandante in Capo, sto radunando l'esercito del regno.
str_as_the_marshall_i_am_assembling_the_army_of_the_realm_and_travel_to_lands_near_s10_to_inform_more_vassals|Come Comandante in Capo, sto riunendo l'esercito del regno. Siamo in viaggio verso la regione di {s10} per informare il maggior numero di vassalli.
str_i_intend_to_assemble_the_army_of_the_realm|Ho intenzione di riunire l'esercito del regno.
str_as_the_marshall_i_am_leading_the_siege|Come Comandante in Capo, sto guidando l'assedio.
str_i_intend_to_begin_the_siege|Intendo cominciare l'assedio.
str_as_the_marshall_i_am_leading_our_raid|Come Comandante in Capo, sto guidando la nostra incursione.
str_i_intend_to_start_our_raid|Intendo iniziare l'incursione.
str_as_the_marshall_i_am_leading_our_forces_in_search_of_the_enemy|In quanto Comandante in Capo, sto guidando le nostre forze alla ricerca del nemico.
str_i_intend_to_lead_our_forces_out_to_find_the_enemy|Ho intenzione di guidare le nostre forze per trovare il nemico.
str_as_the_marshall_i_am_leading_our_forces_to_engage_the_enemy_in_battle|In quanto Comandante in Capo, sto guidando le nostre forze ad ingaggiare il nemico in battaglia.
str_i_intend_to_lead_our_forces_out_to_engage_the_enemy|Ho intenzione di guidare le nostre forse per ingaggiare il nemico.
str_i_dont_have_enough_troops_and_i_need_to_get_some_more|Non ho abbastanza truppe e ho quindi bisogno di arruolarne ancora delle altre.
str_i_am_running_low_on_troops|Sono a corto di truppe.
str_we_are_following_your_direction|Stiamo seguendo le vostre indicazioni.
str_i_need_to_make_preparations_for_your_wedding|Devo fare i preparativi per il vostro matrimonio.
str_after_all_i_need_to_make_preparations_for_your_wedding|Prima di tutto, devo fare i preparativi per il vostro matrimonio.
